mutation_id,type,file,line,result,time_ms
330,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,1356,KILLED,26883
331,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,1430,TIMEOUT,133241
332,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,2730,SURVIVED,23654
333,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,2749,SURVIVED,23071
334,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,2793,SURVIVED,24669
335,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/6_CodeGen.fs,2873,SURVIVED,24515
336,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,966,TIMEOUT,132050
337,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,971,KILLED,22402
338,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1186,KILLED,22176
339,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1219,KILLED,22456
340,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1231,KILLED,23283
341,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1236,SURVIVED,23769
342,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1195,KILLED,24943
343,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1236,SURVIVED,25358
344,ARITH_DIV,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1236,SURVIVED,25124
345,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1338,SURVIVED,24501
346,CMP_LTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/7_ARM64_Encoding.fs,1235,SURVIVED,23906
347,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,369,SURVIVED,24223
348,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,385,SURVIVED,24428
349,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,36,KILLED,24774
350,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,123,SURVIVED,26134
351,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,135,SURVIVED,24624
352,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,33,KILLED,24701
353,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/8_Binary_Generation_MachO.fs,610,SURVIVED,24000
354,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1051,KILLED,24932
355,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1137,KILLED,23655
356,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1211,SURVIVED,24063
357,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1248,SURVIVED,24163
358,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1382,SURVIVED,24245
359,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1468,SURVIVED,24934
360,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1573,KILLED,24580
361,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,2086,SURVIVED,25177
362,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1049,KILLED,24471
363,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1135,KILLED,24594
364,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1209,SURVIVED,24232
365,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1380,SURVIVED,23968
366,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1466,SURVIVED,24492
367,CMP_GT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,2084,SURVIVED,24464
368,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1573,KILLED,24392
369,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,191,KILLED,12740
370,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,270,KILLED,23892
371,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,458,KILLED,24272
372,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,473,KILLED,13407
373,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,488,KILLED,12624
374,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,507,KILLED,12237
375,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,628,KILLED,19877
376,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,817,KILLED,12899
377,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,850,KILLED,12854
378,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,862,KILLED,12279
379,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,879,KILLED,12622
380,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,884,KILLED,13217
381,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,904,KILLED,12465
382,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,909,KILLED,13031
383,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,920,KILLED,12390
384,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,925,KILLED,12761
385,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,951,KILLED,13039
386,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,962,KILLED,12632
387,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1012,KILLED,12326
388,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,2051,KILLED,12392
389,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,572,SURVIVED,24744
390,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,575,SURVIVED,25864
391,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,578,SURVIVED,24392
392,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,605,SURVIVED,27122
393,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,610,SURVIVED,25972
394,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,615,SURVIVED,25431
395,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,667,SURVIVED,24007
396,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1211,KILLED,12675
397,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,543,SURVIVED,24430
398,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1.5_TypeChecking.fs,1573,SURVIVED,24542
399,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ANF.fs,184,KILLED,15236
400,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ANF.fs,234,SURVIVED,24802
401,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ANF.fs,257,SURVIVED,25118
402,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/AST.fs,167,BUILD_FAILURE,4324
403,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,118,KILLED,25328
404,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,139,SURVIVED,24484
405,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,349,SURVIVED,24328
406,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,592,SURVIVED,25142
407,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,348,SURVIVED,24397
408,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,591,SURVIVED,25133
409,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1683,SURVIVED,24733
410,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,349,SURVIVED,25417
411,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,592,SURVIVED,24571
412,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,87,SURVIVED,61728
413,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,173,SURVIVED,23579
414,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,180,SURVIVED,24511
415,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,189,SURVIVED,24360
416,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,201,SURVIVED,24517
417,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,210,SURVIVED,24144
418,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,236,SURVIVED,24888
419,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,247,SURVIVED,25500
420,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,265,SURVIVED,24961
421,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,276,SURVIVED,24593
422,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,290,SURVIVED,24630
423,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,323,SURVIVED,24304
424,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,327,SURVIVED,24988
425,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,342,SURVIVED,24297
426,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,346,SURVIVED,24295
427,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,361,SURVIVED,24081
428,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,566,SURVIVED,25018
429,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,570,SURVIVED,24659
430,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,585,SURVIVED,24762
431,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,589,SURVIVED,24163
432,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,604,SURVIVED,24595
433,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1085,SURVIVED,24781
434,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1099,SURVIVED,24142
435,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1109,SURVIVED,24875
436,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1125,SURVIVED,25602
437,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1174,SURVIVED,24488
438,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1238,SURVIVED,24504
439,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1280,SURVIVED,24149
440,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1316,SURVIVED,24265
441,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1337,SURVIVED,24531
442,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1385,SURVIVED,24516
443,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1441,SURVIVED,25607
444,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1455,SURVIVED,25022
445,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1465,SURVIVED,24545
446,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1482,SURVIVED,24729
447,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1520,SURVIVED,24603
448,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1553,SURVIVED,24433
449,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1581,SURVIVED,25382
450,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1709,SURVIVED,24864
451,CMP_GTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1738,SURVIVED,24494
452,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,542,SURVIVED,25328
453,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,684,SURVIVED,25154
454,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,686,SURVIVED,24552
455,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,688,SURVIVED,25365
456,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,690,SURVIVED,24915
457,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,697,SURVIVED,24190
458,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,700,SURVIVED,25105
459,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,704,SURVIVED,24999
460,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,706,SURVIVED,24722
461,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,708,SURVIVED,24531
462,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,712,SURVIVED,24982
463,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1650,SURVIVED,24527
464,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,327,SURVIVED,25783
465,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,346,SURVIVED,24890
466,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,542,SURVIVED,24531
467,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,570,SURVIVED,23977
468,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,589,SURVIVED,24011
469,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1168,KILLED,74872
470,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,87,SURVIVED,25805
471,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1027,SURVIVED,24902
472,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/CompilerLibrary.fs,1144,KILLED,72749
473,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/LIRSymbolic.fs,403,BUILD_FAILURE,4767
474,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/MIR.fs,189,TIMEOUT,132488
475,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/MIR.fs,199,KILLED,15281
476,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/MIR.fs,203,SURVIVED,23507
477,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/MIR.fs,210,BUILD_FAILURE,4404
478,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ParallelMoves.fs,30,BUILD_FAILURE,4774
479,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ParallelMoves.fs,109,BUILD_FAILURE,4397
480,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/ParallelMoves.fs,69,TIMEOUT,132618
481,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Program.fs,313,SURVIVED,24472
482,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Program.fs,315,SURVIVED,24456
483,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Program.fs,258,SURVIVED,25244
484,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Program.fs,251,SURVIVED,24746
485,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Runtime.fs,2598,SURVIVED,24669
486,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Runtime.fs,2659,SURVIVED,24624
487,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/Stdlib.fs,216,SURVIVED,24932
